"Show","Date","Review","Rating","SentimentScore","NewRatingPoints","Polarity"
"Supergirl","2017-06-17"," I'm going to be honest  I started watching this show because Agents of Shield is currently on break  However, I stayed because it is actually really fun  Are there things that are bad? Absolutely  The script can be downright cringe-worthy at times  The effects are generally okay, but there are times when the CGI is awful  The plot is also extremely convoluted and wandering  It seems directionless at times  The show can also be exceptionally cheesy/campy at times  HOWEVER-The characters that they develop here are absolutely fantastic  I love the sisterly relationship between Kara and her adoptive sister  I love the owner of the newspaper she works at  She has exceptional depth, and is just a badass  I love the Elon Musk-esque super rich guy (Lord is his last name I believe)  His backstory has heart and his motives are easy to understand  The controversial character is, of course, Jimmy Olson  I understand that he is not the same character from the comics, or the old Superman movies  Myself not being a particularly large DC fan, and not being a reader of comics in general, I had no problem with the character of Jimmy Olson  He's funny, useful, interesting, and well-acted I also really appreciate the tone the show takes on  Marvel's Netflix shows, as well as DC's most recent movies and TV shows, have an exceptionally dark and depressing tone  Some people enjoy that, and that's fine  I am not one of those people  I enjoy that this show is fun, that it is just a good bit of escapist entertainment  I can watch it for hours and not feel fatigued Overall, I really enjoy this show  It has its faults, for sure, but in general it is a fantastic time  ",8,1,9,"Positive"
"Supergirl","2017-06-16"," I started watching the Arrowverse with the Flash and Flash was an incredible 10 out of 10  I'm a superhero fanatic so i really appreciate what DC has done (shout out to Greg Berlanti)  Then I start catching up with all the shows in the Arrowverse by season 3 of flash  Arrow is great, I'm in the middle of season 4 and i still enjoy it  I'm actually watching in chronological order and the first few episodes of Legends leads me to believe that i will enjoy it as much as flash and arrow  Arrowverse hit a niche when Supergirl came along  There were only a few episodes that were very enjoyable (can't recall the exact ones)  I wanted to get through Supergirl so bad because I'm dedicated to the Arrowverse but after the  Bizarro  episode i had enough  I guess this show is missing something  Maybe Cat Grant is annoying or maybe they need some different characters to buffer up the show  Flash is comical, fun to watch, and just a great well rounded show  Arrow gives you that batman feel  Its also fun how they introduce new characters to spin off shows as well as flash  Legends, obvious there is history with the characters and we expect a lot from them which i think they exceed expectations  Supergirl doesn't have nothing to pull me in  I stopped watching it for the moment, don't know when i'm coming back to it maybe next year when i find out there are some more crossover episodes in the Arrowverse with Supergirl or maybe when the Live actions titans confirm that she will be in it 2018  ",6,0.8,6.8,"Positive"
"Supergirl","2017-06-16"," I really like super hero stuff and wanted to like this show  I love when they do those cross over episodes and so decided to give the rest of this show a try   Finished the second season and can say with utter surety that this is the worst written show I have ever watched  This show makes Sense 8 look smart and well put together There are some decent characters and performances, but the writers can't seem to decide who they want the characters to be  Every single character seems to wildly fluctuate between being though as nails, take no prisoners war machine, then suddenly a weak little kitten unsure of their place in the world The plot lines are completely over the top lacking any subtlety or nuance  They beat you over the head with it  The alien invaders saying they're going to  make Earth great again  for example  It's not even done intentionally bad, like Legends of Tomorrow will sometimes do, self deprecating humor   no, they think they're actually being witty with these lines of dialogue and stories The president turns out to be an alien who assumed the identity of the president, but it's OK because she's still a Democrat and wants to help  I'm not making this up  The entire team even agrees to join a conspiracy to help cover up this alien's crime, not treating it like a major breach of security, democracy, and the entire security of the planet   no   it's no biggie Saying this show's writing lacks talent is an understatement  ",2,0.5,2.5,"Negative"
"Supergirl","2017-06-14"," I really enjoyed Ms Flockheart's roll as Cat Grant as she is fun, sassy, adds depth to the show and makes it fun and enjoyable to watch in a show that could not be made without the action and violence scenes that without it would make the show fluff and boring  Cat Grant role is a breath of fresh air and great they are bringing her back from time to time to invigorate the show  I hope she enjoys the role and showed me that she is a very interesting actress and I will be looking at other roles she has already completed and into the future  Great job Ms Flockheart and thanks for your interesting contribution to the show and bravo to the writers for having such a sassy and promising character  I do love they way she puts a moral to the story  BRAVO!!! ",10,1.4,10,"Positive"
"Supergirl","2017-06-14"," This show made me shiver out of the awkwardness of the script  At first, I became incredibly bored with the show and turned it off after the second episode, forgetting whatever second chances I had in mind for this show  Until my sister began to watch it again and I had no choice but to watch it with her  Everyone seems to think 'oh, it gets worse,' and by season 2, it does get much worse  Much, much worse  Even the cliffhangers, like the woman who owns that anti-alien group that I can't spell captures Mon-El and Supergirl, all I thought was 'lame' and 'really, this is the best cliffhanger you could do?' so I am still watching it, but don't expect anything too spectacular off of this show, because you aren't going to get much enjoyment out of it  Even the so-called suspense is blunt and boring  Sure, it makes you think what happens next, but does it really make your heart race, wondering what will happen to the protagonist? Or does it have great twists that you never saw coming that made the movie,  The Dark Knight  so great? Surely some of these new shows that are made should know that great twists are what people are looking for nowadays! This show is so predictable, I could see the twist that Mon-El was the prince practically a mile away! And the script, I constantly know what everyone will say next  This is just because of the writers and directors in this part, but they are so set on the heroes having mercy for the antagonists that they let them live and never kill them  But, they have left out a crucial element to this show: the human nature does not always have mercy  If they wanted the script and the story to at least be a little more realistic, having some of the antagonists killed more often  In the beginning they did that more often, and had Astrid, Supergirl's aunt killed, but besides that, there aren't really that many more antagonists killed  But what I really, really, really hate the most about this show, is that they let the character Cat Grant leave for a long period of time  She was my favorite character, being that woman who plays tough but is really a softy on the inside  She was probably the only thing that kept me watching the show! When she left, the show got quite tedious to me The 2nd to last episode of season 2 Cat Grant comes back, but for that long time period when she was gone, Supergirl probably lost some significant viewers  So, overall, this show deserves a 5 out of ten, because it is simply too boring to make people wonder what happens next and gets more boring the more you watch  ",5,-0.8,4.2,"Negative"
"Supergirl","2017-06-13"," They ran out of any good plot lines and has turned the show into a platform for social justice issues such as homosexuality and global warming topics  Once a good show which had the comic book appeal and now very little super hero and more super boring  We stopped watching this once family friendly show ",2,0.4,2.4,"Negative"
"Supergirl","2017-06-09"," The political messages are abundant and if you are not bothered by watching MSNBC, CNN or ABC messages in a show, go for it The term   white privilege  appears at an average of about every two episodes without ever defining it  I am white too, but my ancestors were slaves for 400 years, how exactly am I privileged  Not everyone is a white American and even if you are the term is completely nonsensical, implying that somehow the above group is responsible for crimes of their (possible) ancestors  Of course slavery started in Africa but of course this is antithetical to the progressive message Then we have the classic all inclusive message  Aliens are going to destroy Earth, the General says you cannot reason with them because they are dangerous ideologues who only want to kill, but supergirl team fires him and instead adopts a  listen and love  approach claiming that ideology will in fact save the world! Yes, let us welcome all failed ideologies, Nazism, Communism, Extreme Islamism, and of course, now,  progressivism  In other words, let's let all the terrorists in, try to love them more and that will make them not kill us, because love wins    Then we have the sexist approach that suggests that actually women are not equal to men, but in fact superior and I don't mean supergirl and her powers  No, I mean every woman in the show out thinks and outsmarts the  guys  exponentially ( the term is in quotation because every male actually is competing in who will be the most feminine and therefore easiest accepted by feminist viewers, no one really behaves like a man ) After those lost 20 minutes of my life, I will never watch again, in hopes you will not either  ",1,0.3,1.3,"Negative"
"Supergirl","2017-06-08"," There really isn't anything controversial about not liking idiotic dialogue, underfunded key special effects, poor character chemistry or a cheesy, meaningless villain of the week format  It's just, well<U+0085>boring I am a huge fan of the Supergirl character but the show is clueless on how to present her  Instead of the brash, head-strong, reckless, arrogant Kara, we are given a female version of Clark Kent  And of course since we have a female Clark Kent on our hands, the writers attempt to adapt SUPERMAN stories to a Supergirl character  Plus no offense to Melissa Benoist but she is not right for that role with her look and mannerisms  Laura Vandervoort's portrayal as Kara on Smallville was a lot more accurate and she had the look (I'm sorry they put you in that horrible depiction of Indigo) Viewers have been exposed to the likes of Smallville and Man of Steel with their special effects and fight sequences  Why Supergirl has taken a step back from these examples is beyond me but it makes unpleasant television  ",1,-0.7,1,"Negative"
"Supergirl","2017-06-06"," Love it  Should have more episodes with some with even more back-stories  Good start with introduction of new characters to the show  Should have more story about supergirl, her family, kal-el etc maybe even some with episodes that clashes with supergirl and superman  Could also introduce more kryptonians (General Zod, Lex Luthor) etc  All in all, really great show  ",10,0.6,10,"Positive"
"Supergirl","2017-06-05"," Nothing entertaining about this  All about liberal feminism  Completely bias, too political  This is without a doubt the WORST thing to ever be televised  It's supposed to be for kids but if you don't mind your children being exposed to sex and lesbian sh*t then you'd be better off letting them watch south park  When they had Supergirl in smallville they didn't have to be all about feminism to show that she was a bad ass, unlike this train wreck of a show  I'd rather watch flies f*ck than suffer through another episode  Cancel the show  It's HORRIBLE ",1,-0.5,1,"Negative"
"Supergirl","2017-06-05"," So bad writing  Supergirl beats Superman  Superman gets easy mind controled hahah    If they just did like kara gets mind controled start to attack her people Superman comes and stops her she get back to normal and go fight Rhea cuz it is her town and she wana fight for it Not cuz she is  The strongest  hahah Read a little bit of comic books then got and make TV show i regret that i watched this    ",1,0,1,"Negative"
"Supergirl","2017-06-01"," I thought the first season of Supergirl got better as it went on which in the end got me pretty excited for this season  But this season in my opinion fails to deliver and is a disappointing second season  The premise of the season sees kara attempting to help aliens live on earth without getting prosecuted by humans and other aliens  Melissa Benoit plays Supergirl in this show and I thought she did an alright job, at times she brings a lot of depth to the character especially to the dramatic parts of the season  However, especially at the beginning part of the season I found her actually quite irritating and annoying as she acted better then everybody else and it was really hard to care about her  There is a large supporting cast with a couple of standouts, first of all was Chris wood as Mon el, I really found him fun to watch and I really did like his character progression throughout the season  I thought him and Benoit had really good chemistry this season as well as I cared about there dynamic for sure  Alex danvers was a pretty decent character in the first season but she really shines this season as I really did care about her personal discovery this season and found it one of the more fascinating parts of the season  However, I found most of the other characters annoying, winn and James side story was pretty dull and felt really tacked on which felt tacked on  For the first half is the season the show focuses on Cadmus and the luthors and I found both of them particularly uninteresting  The story has some decent drama to it especially with some of the dynamics between a few of the relationships that i did like  However, the overall villain plot of this show is very weak and not interesting, there is nothing particular that stands out and makes you care about it  The script again has some decent dramatic dialogue in it as mentioned before which helps build the relationships  The humour last season was very cheesy and it really didn't improve enough to take it seriously as a fun show  The style of the show does have some spectacle to it and I did like seeing the grand nature of the show  However, similar to last season I found some of the action scenes as very by the numbers and this season doesn't improve and even regresses a bit  Overall this show isn't particularly interesting and the thing that keeps me interested is the fact that this show is in the same universe as other better shows but Supergirl really needs to improve to keep me on board for season 3  ",5,1.1,6.1,"Positive"
"Supergirl","2017-05-28"," The show has its merits  Supergirl battles bad people  But, I think the writers miss the point about Supergirl  She is older than Superman, smarter than Superman, wiser than Superman and has a full handle on her Kryptonian powers  The fact that she looks younger than Superman is a bonus due to her 17 years in the pod while traveling to Earth  She came to earth to  protect  her younger cousin  Even though she looks young, she is far older, when she puts on her costume  At her best Supergirl is a warrior, at worst a warrior mom  But, Hey, its TV  I believe  Cat Grant  is the real star of the show because she exhibits the maturity that Supergirl should have  On the other hand Superman is just a lisp away from being flaming  Way to go Hollywood!! ",6,0.2,6.2,"Positive"
"Supergirl","2017-05-28"," OK this is not a perfect show, but if you enjoy the other superhero shows like Arrow and The Flash then you will like this one  Sure it can be cheesy and dumb at times like those shows but they are still lots of fun to watch  The show struggled in its first season because CBS was trying some new things, but once it went over to CW it got a lot better  Also before I say this I would like to point out that I am a man  I'm sick of seeing all of the reviews saying it's feminist propaganda  So because there is a strong female lead and occasionally shows support for women empowerment means it's propaganda and doesn't deserve a fair shake? Besides feminism doesn't mean women are better than men, it means they should be treated equally, and what's wrong with that? Welcome to the 21st century where women can do anything a man can, including leading a superhero TV series  This show represents that notion very well without beating you over the head with it  Melissa Benoist is an awesome Supergirl and the relationship she has with the supporting characters really make this show worth watching, especially her relationship with her sister played by Chyler Leigh  This is the Superman show we always deserved because it's much better than Smallville, but it just happens to be led by a woman, which is awesome  If you're a woman hating piece of garbage then you won't like it, but frankly nobody cares what you think  If you're looking for something fun, that doesn't take itself too seriously and has a wonderful cast of characters, then I'd recommend giving it a shot  ",8,1,9,"Positive"
"Supergirl","2017-02-19"," This is a very well done show  It has a good story lines and great casting  The only reason I gave it 9 Stars and not 10 is because I would LOVE to see celebrity cameo's by former DC comic movies  Examples, Margot Kidder (1980's Lois Lane) or the original Supergirl Helen Slater and ANY of the cast members from these films  As witty as her boss is and as many 'inside jokes' that they write into the script these celebrity cameos are very much appropriate  I LOVE that Netflix has this as an Instant Watch as that's the only way I can watch TV anymore with all the commercials  I hope this show goes on for years and years including epic episodes with legendary cameo's! Great Job! ",9,1.1,10,"Positive"
"Supergirl","2017-02-19"," It started a bit slow and clichéd  But it got better with the episodes  Kara is growing not only as Supergirl but also as a person  And I really like also the other women in the show both good and bad  In fact I like there are so many women even in the extras or just mentioned, like the POTUS is a she  Many of the other comments with one * are spitting venom because of all the women, I find it refreshing  And     this Martian Manhunter is really good in both forms  :) What I don't like is that Supergirl is not that super in many occasions for dramatic reasons  For example she is supposed to be as fast as the Flash but when 3 people jump off a building she can only save two  Compared to Alex, her sister, is more of a  hero  going beyond her own capabilities quite often to save Supergirl  Season 2 starts with many changes, looking forward to see how it evolves  ",7,0.7,7.7,"Positive"
"Supergirl","2017-02-17"," It has been enjoyable following Supergirl's journey as she tries to manage her newfound persona and responsibilities, her relationships and her homesickness  HOWEVER, It feels like the writers have been slowly changing the indestructible woman into a walking, flying bundle of insecurities: - SPOILER ALERT -* RELATIONSHIP WITH SISTER: Whereas it is wonderful to see the  us against the world  spirit and recognize its roots in Kara's loss of family and the love that binds her to her earthly family, her sulking over her sister going to a concert with her own new girlfriend, thus blowing Kara's Earth-birthday plans (which she hadn't bothered to share with anyone, mind you!) struck me as rather childish  This is a woman who lost her home planet and has had to live through the hardships of making a life on Earth! She ought to handle disappointments better than a 3 year old * ROMANTIC RELATIONSHIPS: Whether with James and recently with Mon- El, there's this  I want it - No, I don't want it - I like you a lot - No we can't be together  back and forth to her romantic interests that will give you whiplash  Sure, it's understandable that being an indestructible crime-fighting alien who's only been on Earth for a decade or so, may make romantic relationships complicated; but that's not what comes out at all: they've made her into a woman who can't make her mind up on what she wants, if anything out of these relationships Same thing actually happened with Alex who literally broke up and got back together with her girlfriend twice in an episode  Same thing happened again with J'onn and M'gann  * DISCONTINUITIES: The writers seem to be just as unsure about story lines as Kara is about her relationships: Is Mon-El a superhero in training or was that just to shoehorn in another romantic dead end for Kara? Whatever happened to Lucy Lane and her father? They were super involved in 1st season  Haven't heard from them since!* THE DISGUISE: Really, the difference between Kara and Supergirl are the glasses and the cape  Honestly, the fact that those around her haven't clued in, especially the super-shrewd Ms Grant defies even the suspension of belief you need to enter a DC Universe - CONCLUSION: It is wonderful that we are getting female superheroes, but rather infuriating that they can't be made into more than naive self-doubting bombshells, that only win every fight because the script says so  I'm sticking with the show, because I believe it really has some potential  I just hope the writers are able to explore the themes of alienation, responsibility, alter-egos and relationships in a way that rewards the viewers, especially female viewers, because I believe, worse than not being represented in the TV superhero pantheon, is being given a character that embodies all the not so flattering female stereotypes  ",7,0,7,"Positive"
"Supergirl","2017-02-16"," I usually give a show a lot of grace if there are really great qualities and/or ideas within that I truly love  At first I seriously thought this show kinda sucked  It was cheesy in presentation and dialog much of the time  Even my teenagers were unwilling to give it a fair go  However, I had already bought it on DVD, so I continued to watch it anyway  I waded through some pretty frequent bad acting and constant lack of creativity for a story line that was almost completely superman's in weaker female form  (Not being weaker because it's a female ) To my surprise, somewhere amidst my wading, I discovered that there was heart and beauty hidden within its many flaws  There have been many times in this 1st season that have really gotten to me  If the writers will find a way to bring more of this heart captivating beauty into a foundation for the show and if the actors can become grounded in it, then it could truly transform into quite a work of art  I wish them all the best & hope deeply that the cross over with Smallville that I've heard talk of is magnificent and won't disappoint  (Smallville was my fav!) ",6,0.6,6.6,"Positive"
"Supergirl","2017-02-11"," So, I watched the pilot when it came out first and it was so bad that I just couldn't bring myself to watch another episode  Then, recently, while watching the Flash I saw that it had a crossover with Supergirl, so again (the same as what happened with Arrow having a crossover with the Flash) I didn't want to miss any plot lines so I decided I'd force myself to catch up with Supergirl  The next few episodes weren't as bad as the first but I slogging on through regardless  A few more episodes in and I was actually starting to enjoy it, it seemed to be getting more like the Flash, the same easy- watching and same humour etc  I've just started the 2nd season now and I must say that if you're someone who likes the Flash, Arrow etc, and you didn't enjoy the Supergirl pilot, then it's worth giving it another chance  Watch a few more episodes    it does get better! ",8,0.4,8.4,"Positive"
"Supergirl","2017-02-03"," I felt the need to write this review to counteract some of the sexist crap that has been posted previously  This show, yes, can be a bit cheesy  But what show based on a comic isn't? What I find special about this series is it's willingness to show us that heroes are born female as well  But let me explain- this is in no way SAYING that men can't be good heroes and women are better than men  No, it's trying to show us the subtlety of the struggle a lot of women face when trying to make a name for themselves, and the lack of strong female role models we have growing up  Supergirl has always lived in her cousin Superman's shadow, finally realizing its okay to come into herself  And the Melissa Beloist who plays Supergirl is PHENOMENAL in the role  She feels so authentic, and is so relatable as the quirky yet fierce Kara Danvers  She shows us that it is okay to make a name for yourself, have strong female role models like her boss Cat, and have a loving relationship with your family while still being strong  I appreciate that a lot  I don't think there is anything in this show that promotes this  feminist agenda  people have been so harshly degrading it for  Yes, feminism is present as feminism simply means equality of opportunity  But what's feminist about it is Supergirl's journey to find herself separate from Superman's shadow, having a female boss who has power and understands how to use it, and having a sister who is as rugged and strong as the male-dominated field of national security that she works for  Supergirl is nothing without her team of friends to help her, showing that its not being female that makes her strong, its being able to accept help from others and find role models in men as well as women  I love this show and I think it deserves a chance  There aren't many out there like this that are willing to put their ratings on the line to give little girls an opportunity to see that you can be a woman and save the world  ",9,0.6,9.6,"Positive"
"Supergirl","2017-01-31"," This show shouldn't be on TV  Especially with the other shows in Arrowverse that are really good, this just makes the whole DC universe look bad The show is just a pathetic attempt to highlight 'Feminism' that is currently trending on media  This show lacks story, execution and the generic buzz  I would point out that Martian Manhunter is probably the BEST thing about this show  If you are a comic fan, this show is not for you  If you are somebody who likes TV shows, this show is not for you  IF you are here just to pass time, well there are worse shows out there Wouldn't recommend though  ",5,0.2,5.2,"Negative"
"Supergirl","2017-01-31"," Stop making Supergirl look weak; Livewire should not be able to kill Supergirl with electricity; just ridiculous  And the way she gets beat up sometimes  I don't care the other aliens have powers too, for     sake, she is a Kryptonia  Might as well take the show off the air  Her cousin, Superman, must really thinks she's weak  She's too girly too  She can be girly when on the job, but buff her up when she's Supergirl  The story lines are great  Can't wait to see why the one Alien in the episode that aired 1/23/2017 bowed to Mon-El  Thank you  Thanks for listening  Of all superhero's, Superman has always been my favorite  Maybe we could see a little more of Superman in her shows ",8,0.1,8.1,"Positive"
"Supergirl","2017-01-30"," In short, is Supergirl a must see? No, it's not  Watching it won't add anything to your life but on the opposite side, it won't take anything away either The premise is interesting, and there aren't any Women led superhero shows so you have to take what you can get It's not that it's so bad it's mind numbing  It could just be they are trying to be a basic show, but it starts off not making sense  *spoilers* Kara reveals she's an alien to a friend in the first episode because reasons  There was nothing pressing her, she just needed validation  I guess this makes her more human, but it also makes her a fool  The actual human heroes don't do this why does she? Then again, in episode 5 when trying to dispose of a bomb, she flies through the city instead of diagonally up and away from the city  So perhaps her characters is supposed to be a little    slow  But why does the woman hero have to be slow?As far as small problems, the show just introduces things and forgets about it  Like they will show the DEO posing as FBI one episode, and Kara being completely surprised by this the next, there being a mad bomber identified and his ex-boss (who is supposed to be a genius) walking right by him (not in disguise) but Kara's friend notices him from a far (there's more to this that makes even less sense), not to mention how the bomber go through security, the martian man hunter not using his powers effectively when he should or telling transparent lies the characters can easily check but he's oblivious, or the presence of other Kryptonians that have been on earth a while, but didn't go after Kara immediately nor can they easily handle her adult self in battle in spite of it being established that Kara isn't a good fighter  Or even robots going crazy for no reason loosing pieces of themselves that magically appear in the next scene because the doctor went crazy  *spoilers end* Just seems like lazy writing  The show is better than nothing and I'll continue to watch in hopes it'll get better  As long as you don't notice the little things then this is a great show  While I know there are many flaws in all shows, I don't care for them when they are this glaring  like when they are this glaring  ",5,0.2,5.2,"Negative"
"Supergirl","2017-01-29"," I have been a total super hero fan since I was 10  I was looking forward to this from the time I heard about it  DISAPPOINTED!  As they did in the later superman movies they seriously botched the costume  Supergirl's costume was sexy, this one is not  Seriously, black silk stockings and boots to the mid thigh? Further,she is not blonde as Supergirl is  Plus, she is a total wimp  I watched in dismay as a human punched her and knocked her down  I was equally dismayed when a crook grabbed a hostage and put a gun to their head while Supergirl stood ten feet away  She surrendered! Seriously, the character I am familiar with could have disarmed ten bad guys before any of them could pull the trigger, let alone one bad guy  The special effects are very good in my opinion  The best flying sequences for television I have seen to date  The settings are lavish and detailed  So it's not all bad  Thus the 4 out of ten rating And now she has a    gay sister    who is more capable than Supergirl herself as she has rescued her several times? And they both work for a  Martian?  Jimmy (James) Olsen is a masked avenger??? The same Jimmy Olsen who wore a specially made watch to signal Superman when he was in trouble? I think if you are going to make a series that follows an established story, by all means use creativity, But don't shred the original character for your own stories  Perhaps create your own character and put her in a world infested with aliens and dozens of surviving Kryptonians, put her in another dimension or another setting of some sort, but don't make her abilities change unless you have good reason to for the sake of the setting  People are drawn to the character as she is  Why else make a series about her? They made the same mistake with Smallville  For the first five to six years it was excellent as they stayed true to Superman, but then what happened to Superboy? As we all know, Superman went to his Fortress of Solitude right out of high school and stayed there for 12 years  Suffice to say the creators of Supergirl need to rethink what they are doing and get back on the  Super  track I really don't mind the women's equality plug and the gay rights is OK to, but I don't think it should dominate the story to the point that it does  I know today's trend is toward  Girl  power and  Gay  power  So be it  My opinion is that they don't need to dwell on being politically correct to tell an entertaining story  And that's why the  super  fans watch the shows, read the comics, and spend millions at the movies, to be entertained  Final word, watch a few episodes and see if you agree, I'm finished with it  ",4,0.5,4.5,"Negative"
"Supergirl","2017-01-16"," I started watching the show because of @MelissaBenoist but now I'm completely in love  I love the characters, the story which means I love the writers, the directors, the actors and everyone involved with the TV show  The series is light, has comedy, drama and deals with contemporary issues  The two seasons are great and I honestly can not pick one or a favorite episode  The plots are great and the series deserves the third season, which will come in 2018  People can speak whatever they want because nothing changes the feeling of true fans of the series  So, I finish saying that who loves #Supergirl will continue to love and who does not love can happen to love a day or not  But that would be a waste, would lose the grace that the world has thanks to #Supergirl  ",10,0.7,10,"Positive"
"Supergirl","2017-01-05"," I ll start off by saying i never was a big comic book reader  As a kid I loved Batman (animated shows) and recently I stumbled across Arrow on Netflix  I was hooked  I watch all 4 shows and enjoy them for the most part  I don't care that the continuity is not spot on or anything like that  I like a fresh take on things a change here and there  I loved batman v superman and all the other dc films  But as good as this show is the PC crap needs to go  I have no problem with anything else  The show can be a great show! It doesn't need to tie in current events, politics, and racism towards white men  These things are getting old and people just want an escape from the world  You cant do that when its slammed back in your face every episode  I hope the writers get this hate out of there heart so i can enjoy a good show  Otherwise I ll just find something else to do with my time  ",5,0.4,5.4,"Negative"
"Supergirl","2016-12-27"," The best propaganda pieces all have one thing in common: the colors of its country's flag, claiming to be for patriotism, for America, even for world peace sometimes, in order to get its infantilized idea across, despite it being perceived as crazy by its target country, making no attempt to grow an audience of critical thinkers  I once said to an entertainer,  if you're gonna be wrong, at least be funny, Kevin  (I wonder if he actually read the message)  Likewise, I want to tell the Feminist writers for Supergirl, that if you're gonna be wrong, at least be entertaining  Because Feminism is a dead-wrong idea- as many religions are  But feminist writers have created/taken part in amazing works of arts before:  Who Shot Johnny? ,  Jessica Jones ,  Mad Max: Fury Road , all beautiful creations I've read and watched twice  So is Supergirl wrong for having Feminist ideals in it? Nope  It was bad because:It was too friggin PREACHY!! You know how annoying and boring that gets?!?! It's free to keep its worldview of progressivism, but to just talk about it at random points without giving any good reason why   buzzwording, word vomit, pandering, virtue signaling, whatever, it's uncreative and therefore becomes BORING, which is the greatest sin a writer can commit  It doesn't matter if it's a show aimed at kids  They're kids, not idiots  Dr  Seuss is famous because he wrote messages that challenged both children and parents alike, while being under the guise of being a plain children's author  But writers nowadays only care about what SELLS easier more than what is GOOD, sometimes confusing the two as the same thing  CBS didn't pick up the character because she's actually good (she can be), they picked it up because there was a demand for a female feminist superhero, and Wonder Woman wasn't available (anymore)  Supergirl has always been moldable  The viewing audience don't like her because she's good, it's because it's easy for women to fit into her shows (a blank slate, like Hannah Montana) and be as good as the big boys, all on a character that sports American colors, making it justifiable to boil down political/social issues into meaningless one-liners  Example:  She can't beat him    Why, because she's a girl?  If by girl they meant 22-year-old with the mind of an adolescent, then yes  And sure, comedy is subjective   it was just never clever  The action was good until it became predictable  The older sister got lucky too many times, she should've been dead at episode 3  The plot was going somewhere good halfway through, then it just became a meaningless rehash of better show plots  Not much critical character examination  Way too much talk about meaningless romances  Character motivation wasn't always explained  Did they really have to make her appear great just because she was surrounded by weak people?I thought there were great moments in this show, *(spoiler alert): like when she was human for a day and at the risk of her life she convinced a robber to give her his gun  That was well-thought out *Finale was mediocre  She didn't seem to care much for her Uncle, if that's where the struggle was Maybe they did have a heart set on Supergirl   but they just treated even their target audience as stupid children who were gasping for self-esteem like they were running out of oxygen   You can do it, because you just can!  What is that going to add to society? Is confusing impressionable young girls with identity politics gonna help anyone?This needs to be categorized in the same group that God's Not Dead 1 and 2 are in: Preachy, Propaganda, Rehashed pieces  Supporting this show by giving it high ratings or buying it when it comes out on DVD is sad (call it a guilty pleasure if you must), because this does nothing for the world except make people believe an ideology without actually thinking about it  I  Whatever entertainment value it has will be in your mind short-term; but It's mind-block on critical thinking can last a long time  At some point, Supergirl's High Priest, Cat Grant, said to Supergirl and The Flash and friends,  You all look like the cast of a CW TV show,  and the music and conversation played on as if it was hilarious  And I cringed so hard that it made me look to heaven, bend my knees against the wall, and say,  Lord, I must castrate myself  This world is too stupid now, I must castrate myself before it becomes worse   And castrate themselves they should  ",3,-0.1,2.9,"Negative"
"Supergirl","2016-12-19"," This show started out reasonably well in S1, with a few interesting characters to develop and a believable premise  Kara did the odd silly thing but the fact that she was new to the idea of the public eye could explain at least some of it Now in S2, however, the writers actually expect the audience to believe that someone from Krypton, home to an advanced society where the likes of space travel was a commonplace reality, is a bona fide idiot She'll willingly submit to three humans, all close enough to her to swat with a light backhand, because someone they have no hope of harming before she gets them all is supposedly under threat  She'll wait 5 seconds for a weapon that can harm her to charge, and give its wielder time to fire, despite him not being more than two metres away from her  She'll hover above perpetrators wreaking havoc so as to give them the opportunity to spot her and fire at her, rather than just go in and take care of business She has also lost any and all reflexes she may have once had  I fear that's it for me in terms of Supergirl  It is simply too frustrating to watch  ",3,-0.2,2.8,"Negative"
"Supergirl","2016-12-14"," (minor spoilers) Supergirl and Jimmy Olsen ? what a joke  No chemistry between them  Not even a real romance scenario outside  clichés   It's only there for anti-racist agenda  Why does Supergirls like Jimmy ? nobody knows     ho wait, he has abs ! It's obvious when Blake Jenner her real husband in live comes in the show, suddenly, there are sparks  We hope that he stays but    The show is obviously for teenager  Bearly watchable, even if getting a little better with time No real innovations, no suspense even when there is a countdown Good fun moment with Barry Allen  This episode, we feel like the actors are really having fun  ",3,0.5,3.5,"Negative"
"Supergirl","2016-12-08"," I have to say this  I know people may not agree, but I certainly think that this show is terrible  If you have watched Arrow and Flash, you will see the same set-up  Computer person, hero, hero's ally, persona, etc  Its the same formatting  Its just a combination format of Flash and Arrw  This show is way to cheesy, and only my 10 year cousin likes this show  This show doesn't live up to Arrow's first and second season or The Flash  If you want another hero show in the Arrowverse, try Legends of Tomorrow  Its not THAT great, but it definitely gives you a cozy vibe, rather than this, the same old same old  The main character doesn't even make sense most of the time  ",1,0.3,1.3,"Negative"
